sub_id,user_id,plan,mrr,start_date,end_date,status
sub_0004143,u_0031704,starter,28,2024-01-18,,active
sub_0004144,u_0049585,starter,30,2024-01-24,,active
sub_0004145,u_0067198,pro,79,2024-01-19,,active
sub_0004146,u_0096034,starter,30,2024-01-17,,active
sub_0004147,u_0054749,pro,80,2024-01-27,,active
sub_0004148,u_0093685,pro,79,2024-01-18,,active
sub_0004149,u_0023902,starter,29,2024-01-24,,active
sub_0004150,u_0055020,pro,79,2024-01-17,,active
sub_0004151,u_0020943,starter,30,2024-01-21,,active
sub_0004152,u_0036441,pro,79,2024-01-19,,active
sub_0004153,u_0074254,pro,78,2024-01-23,,active
sub_0004154,u_0054008,starter,29,2024-01-21,,active
sub_0004155,u_0009669,starter,29,2024-01-23,,active
sub_0004156,u_0084876,starter,29,2024-01-17,,active
sub_0004157,u_0095831,pro,79,2024-01-23,,active
sub_0004158,u_0022216,starter,28,2024-01-16,,active
sub_0004159,u_0026664,starter,29,2024-01-24,,active
sub_0004160,u_0086208,starter,30,2024-01-27,,active
sub_0004161,u_0037643,pro,81,2024-01-24,,active
sub_0004162,u_0013103,pro,78,2024-01-15,,active
sub_0004163,u_0029322,business,198,2024-01-19,,active
sub_0004164,u_0057788,,81,2024-01-22,,active
sub_0004165,u_0040172,starter,28,2024-01-22,,active
sub_0004166,u_0058634,starter,30,2024-01-20,,active
sub_0004167,u_0043381,starter,27,2024-01-18,,active
sub_0004168,u_0085624,pro,78,2024-01-17,,active
sub_0004169,u_0041350,starter,29,2024-01-20,,active
sub_0004170,u_0098902,starter,28,2024-01-17,,active
sub_0004171,u_0017127,pro,79,2024-01-21,,active
sub_0004172,u_0087619,starter,27,2024-01-21,,active
sub_0004173,u_0029870,starter,30,2024-01-17,,active
sub_0004174,u_0095068,starter,29,2024-01-23,,active
sub_0004175,u_0098994,starter,29,2024-01-22,,active
sub_0004176,u_0002236,starter,28,2024-01-23,,active
sub_0004177,u_0047284,business,199,2024-01-24,,active
sub_0004178,u_0075060,starter,-30,2024-01-16,,active
sub_0004179,u_0071490,starter,28,2024-01-19,,active
sub_0004180,u_0019943,pro,79,2024-01-18,,active
sub_0004181,u_0002007,starter,30,2024-01-23,,active
sub_0004182,u_0023186,starter,29,2024-01-19,,active
sub_0004183,u_0079126,starter,31,2024-01-27,,active
sub_0004184,u_0025745,starter,29,2024-01-18,,active
sub_0004185,u_0063602,starter,31,2024-01-19,,active
sub_0004186,u_0011785,starter,29,2024-01-23,,active
sub_0004187,u_0096855,starter,29,2024-01-17,,active
sub_0004188,u_0078853,starter,31,2024-01-23,,active
sub_0004189,u_0014167,starter,0,2024-01-20,,active
sub_0004190,u_0007284,starter,29,2024-01-20,,active
sub_0004191,u_0013824,starter,30,2024-01-30,,active
sub_0004192,u_0099398,pro,81,2024-01-20,,active
sub_0004193,u_0089530,starter,29,2024-01-20,,active
sub_0004194,u_0031665,pro,77,2024-01-20,,active
sub_0004195,u_0039520,starter,30,2024-01-21,,active
sub_0004196,u_0024417,pro,80,2024-01-24,,active
sub_0004197,u_0036875,pro,78,2024-01-19,,active
sub_0004198,u_0056660,pro,81,2024-01-25,,active
sub_0004199,u_0096741,pro,81,2024-01-19,,active
sub_0004200,u_0070890,business,198,2024-01-22,,active
sub_0004201,u_0061325,,27,2024-01-22,,active
sub_0004202,u_0007689,pro,77,2024-01-18,,active
sub_0004203,u_0061581,starter,28,2024-01-18,,active
sub_0004204,u_0073484,starter,31,2024-01-17,,active
sub_0004205,u_0081971,starter,28,2024-01-23,,active
sub_0004206,u_0038850,starter,27,2024-01-30,,active
sub_0004207,u_0038983,pro,77,2024-01-26,,active
sub_0004208,u_0082898,starter,27,2024-01-24,,active
sub_0004209,u_0031395,,27,2024-01-22,,active
sub_0004210,u_0024000,pro,78,2024-01-27,,active
sub_0004211,u_0063723,pro,81,2024-01-19,,active
sub_0004212,u_0024410,starter,30,2024-01-30,,active
sub_0004213,u_0019645,business,197,2024-01-23,,active
sub_0004214,u_0062449,starter,29,2024-01-21,,active
sub_0004215,u_0082138,starter,27,2024-02-04,,active
sub_0004216,u_0034685,starter,28,2024-01-20,,active
sub_0004217,u_0038028,starter,29,2024-01-25,,active
sub_0004218,u_0025900,starter,29,2024-01-22,,active
sub_0004219,u_0090360,starter,30,2024-01-22,,active
sub_0004220,u_0099277,starter,29,2024-01-29,,active
sub_0004221,u_0058444,pro,80,2024-01-23,,active
sub_0004222,u_0009056,,31,2024-01-21,,active
sub_0004223,u_0068320,starter,30,2024-01-19,,active
sub_0004224,u_0043799,pro,81,2024-01-18,,active
sub_0004225,u_0075076,starter,28,2024-02-08,,active
sub_0004226,u_0046815,pro,77,2024-01-18,,active
sub_0004227,u_0053954,pro,79,2024-01-27,,active
sub_0004228,u_0068134,pro,80,2024-01-24,,active
sub_0004229,u_0075578,Pro,81,2024-01-25,,active
sub_0004230,u_0075207,pro,80,2024-01-21,,active
sub_0004231,u_0003013,starter,29,2024-01-18,,active
sub_0004232,u_0013018,starter,27,2024-01-19,,active
sub_0004233,u_0092541,starter,28,2024-01-22,,active
sub_0004234,u_0026567,starter,31,2024-01-22,,active
sub_0004235,u_0005154,pro,77,2024-01-23,,active
sub_0004236,u_0073392,pro,79,2024-01-19,,active
sub_0004237,u_0091119,starter,29,2024-01-28,,active
sub_0004238,u_0093968,business,198,2024-01-25,,active
sub_0004239,u_0049504,starter,31,2024-01-23,,active
sub_0004240,u_0003290,pro,79,2024-01-20,,active
sub_0004241,u_0073805,starter,28,2024-01-27,,active
sub_0004242,u_0048419,starter,27,2024-01-21,,active
sub_0004243,u_0051917,starter,28,2024-01-26,,active
sub_0004244,u_0030333,starter,31,2024-01-20,,active
sub_0004245,u_0026750,starter,29,2024-01-20,,active
sub_0004246,u_0072187,pro,79,2024-01-23,,active
sub_0004247,u_0026702,pro,79,2024-01-24,,active
sub_0004248,u_0087674,,27,2024-01-18,,active
sub_0004249,u_0047856,starter,27,2024-01-22,,active
sub_0004250,u_0022434,business,199,2024-01-27,,active
sub_0004251,u_0012885,pro,81,2024-01-23,,active
sub_0004252,u_0048257,starter,27,2024-01-21,,active
sub_0004253,u_0095233,pro,80,2024-01-22,,active
sub_0004254,u_0033020,pro,79,2024-01-23,,active
sub_0004255,u_0032012,pro,81,2024-01-29,,active
sub_0004256,u_0068508,pro,80,2024-01-23,,active
sub_0004257,u_0098681,starter,27,2024-02-11,,active
sub_0004258,u_0044784,starter,28,2024-01-21,,active
sub_0004259,u_0096933,pro,77,2024-01-23,,active
sub_0004260,u_0031580,pro,79,2024-01-19,,active
sub_0004261,u_0061742,starter,31,2024-01-23,,active
sub_0004262,u_0068161,starter,27,2024-01-23,,active
sub_0004263,u_0024027,starter,28,2024-01-22,,active
sub_0004264,u_0019231,starter,31,2024-01-21,,active
sub_0004265,u_0013886,starter,27,2024-01-21,,active
sub_0004266,u_0007236,pro,80,2024-01-23,,active
sub_0004267,u_0029475,business,201,2024-01-19,,active
sub_0004268,u_0041802,starter,29,2024-01-19,,active
sub_0004269,u_0041322,starter,28,2024-01-22,,active
sub_0004270,u_0062903,starter,31,2024-01-29,,active
sub_0004271,u_0030148,starter,27,2024-01-20,,active
sub_0004272,u_0023750,starter,27,2024-01-28,,active
sub_0004273,u_0025945,pro,78,2024-01-23,,active
sub_0004274,u_0054833,starter,28,2024-01-21,,active
sub_0004275,u_0004878,pro,77,2024-02-01,,active
sub_0004276,u_0038491,business,197,2024-01-22,,active
sub_0004277,u_0035397,starter,28,2024-01-28,,active
sub_0004278,u_0064777,business,198,2024-01-20,,active
sub_0004279,u_0010071,pro,80,2024-01-23,,active
sub_0004280,u_0057509,starter,28,2024-01-20,,active
sub_0004281,u_0007906,business,200,2024-01-21,,active
sub_0004282,u_0097939,starter,30,2024-01-20,,active
sub_0004283,u_0082600,starter,27,2024-01-21,,active
sub_0004284,u_0033553,business,200,2024-01-21,,active
sub_0004285,u_0072130,starter,31,2024-01-29,,active
sub_0004286,u_0005902,starter,31,2024-01-20,,active
sub_0004287,u_0006171,business,200,2024-01-19,,active
sub_0004288,u_0006253,pro,81,2024-01-21,,active
sub_0004289,u_0073620,business,199,2024-01-20,,active
sub_0004290,u_0084948,starter,29,2024-01-22,,active
sub_0004291,u_0075327,starter,30,2024-02-01,,active
sub_0004292,u_0001140,pro,77,2024-01-23,,active
sub_0004293,u_0012317,business,200,2024-01-23,,active
sub_0004294,u_0074437,starter,28,2024-01-23,,active
sub_0004295,u_0080099,starter,30,2024-01-21,,active
sub_0004296,u_0074522,starter,31,2024-01-20,,active
sub_0004297,u_0074560,business,197,2024-01-23,,active
sub_0004298,u_0089123,pro,81,2024-01-21,,active
sub_0004299,u_0047502,pro,77,2024-01-21,,active
sub_0004300,u_0012996,starter,28,2024-01-25,,active
sub_0004301,u_0047064,starter,27,2024-01-21,,active
sub_0004302,u_0026020,starter,29,2024-01-26,,active
sub_0004303,u_0066702,starter,30,2024-01-26,,active
sub_0004304,u_0016666,pro,78,2024-01-20,,active
sub_0004305,u_0041007,starter,27,2024-01-26,,active
sub_0004306,u_0041865,starter,31,2024-01-26,,active
sub_0004307,u_0066224,starter,28,2024-01-21,,active
sub_0004308,u_0077030,pro,77,2024-01-23,,active
sub_0004309,u_0014768,starter,27,2024-01-28,,active
sub_0004310,u_0018224,pro,81,2024-01-28,,active
sub_0004311,u_0000928,starter,31,2024-01-24,,active
sub_0004312,u_0020843,starter,0,2024-01-22,,active
sub_0004313,u_0088413,pro,79,2024-01-23,,active
sub_0004314,u_0088583,business,201,2024-01-19,,active
sub_0004315,u_0011195,starter,28,2024-01-26,,active
sub_0004316,u_0000930,starter,31,2024-01-21,,active
sub_0004317,u_0036771,pro,79,2024-01-24,,active
sub_0004318,u_0018959,pro,81,2024-01-25,,active
sub_0004319,u_0018539,pro,81,2024-01-22,,active
sub_0004320,u_0056700,pro,80,2024-01-30,,active
sub_0004321,u_0041459,business,197,2024-01-22,,active
sub_0004322,u_0080584,starter,28,2024-01-27,,active
sub_0004323,u_0018605,starter,27,2024-01-24,,active
sub_0004324,u_0039771,starter,29,2024-01-29,,active
sub_0004325,u_0024180,pro,77,2024-01-22,,active
sub_0004326,u_0035658,starter,30,2024-01-31,,active
sub_0004327,u_0090593,business,198,2024-02-04,,active
sub_0004328,u_0081034,starter,30,2024-01-27,,active
sub_0004329,u_0016917,starter,27,2024-01-22,,active
sub_0004330,u_0025186,starter,28,2024-01-26,,active
sub_0004331,u_0051929,business,200,2024-01-22,,active
sub_0004332,u_0063218,business,201,2024-01-22,,active
sub_0004333,u_0023302,starter,27,2024-01-25,,active
sub_0004334,u_0019932,pro,78,2024-01-25,,active
sub_0004335,u_0052303,,78,2024-01-22,,active
sub_0004336,u_0052348,starter,29,2024-01-29,,active
sub_0004337,u_0020554,pro,80,2024-01-23,,active
sub_0004338,u_0071878,starter,27,2024-01-22,,active
sub_0004339,u_0095174,pro,$80,2024-01-27,,active
sub_0004340,u_0070519,pro,77,2024-01-24,,active
sub_0004341,u_0087730,,79,2024-01-23,,active
sub_0004342,u_0035419,starter,31,2024-01-23,,active
sub_0004343,u_0034579,pro,81,2024-01-24,,active
sub_0004344,u_0087927,starter,31,2024-01-22,,active
sub_0004345,u_0027949,starter,29,2024-01-25,,active
sub_0004346,u_0025506,pro,77,2024-01-25,,active
sub_0004347,u_0026615,pro,81,2024-01-26,,active
sub_0004348,u_0083826,starter,27,2024-02-01,,active
sub_0004349,u_0030145,starter,29,2024-01-31,,active
sub_0004350,u_0018368,starter,30,2024-01-22,,active
sub_0004351,u_0097623,starter,30,2024-01-29,,active
sub_0004352,u_0073864,starter,29,2024-01-28,,active
sub_0004353,u_0002768,starter,28,2024-01-25,,active
sub_0004354,u_0009159,pro,81,2024-01-25,,active
sub_0004355,u_0091866,PRO,77,2024-01-25,,active
sub_0004356,u_0012687,business,201,2024-01-26,,active
sub_0004357,u_0047199,pro,77,2024-02-03,,active
sub_0004358,u_0072982,starter,30,2024-02-14,,active
sub_0004359,u_0024775,starter,29,2024-01-22,,active
sub_0004360,u_0081999,starter,27,2024-01-26,,active
sub_0004361,u_0054116,starter,29,2024-01-30,,active
sub_0004362,u_0059716,business,199,2024-01-28,,active
sub_0004363,u_0050733,business  ,200,2024-01-30,,active
sub_0004364,u_0081452,starter,28,2024-01-23,,active
sub_0004365,u_0016360,starter,28,2024-01-23,,active
sub_0004366,u_0084308,starter,31,2024-01-23,,active
sub_0004367,u_0015066,starter,27,2024-02-11,,active
sub_0004368,u_0090083,starter,31,2024-01-28,,active
sub_0004369,u_0010591,pro,80,2024-02-09,,active
sub_0004370,u_0023430,starter,28,2024-01-24,,active
sub_0004371,u_0001234,pro,77,2024-01-30,,active
sub_0004372,u_0017469,starter,31,2024-01-29,,active
sub_0004373,u_0020267,pro,78,2024-01-28,,active
sub_0004374,u_0041159,starter,31,2024-01-25,,active
sub_0004375,u_0079844,starter,27,2024-01-23,,active
sub_0004376,u_0005546,pro,78,2024-01-23,,active
sub_0004377,u_0068781,pro,80,2024-01-25,,active
sub_0004378,u_0099342,starter,31,2024-01-24,,active
sub_0004379,u_0045125,pro,79,2024-01-25,,active
sub_0004380,u_0022702,business,200,2024-01-27,,active
sub_0004381,u_0084859,pro,77,2024-01-22,,active
sub_0004382,u_0061373,starter,28,2024-01-26,,active
sub_0004383,u_0096289,STARTER,27,2024-01-23,,active
sub_0004384,u_0082913,starter,30,2024-01-22,,active
sub_0004385,u_0015443,starter,28,2024-01-28,,active
sub_0004386,u_0021928,pro,81,2024-01-23,,active
sub_0004387,u_0095859,starter,27,2024-01-25,,active
sub_0004388,u_0018076,business,201,2024-01-26,,active
sub_0004389,u_0025783,starter,30,2024-01-27,,active
sub_0004390,u_0085370,starter,28,2024-01-28,,active
sub_0004391,u_0074537,business,200,2024-01-25,,active
sub_0004392,u_0033672,pro,77,2024-01-30,,active
sub_0004393,u_0083075,pro,77,2024-02-03,,active
sub_0004394,u_0002615,business,200,2024-01-22,,active
sub_0004395,u_0027280,pro,79,2024-02-01,,active
sub_0004396,u_0055813,pro,80,2024-01-25,,active
sub_0004397,u_0020773,pro,80,2024-01-28,,active
sub_0004398,u_0049490,starter,27,2024-01-25,,active
sub_0004399,u_0028704,starter,27,2024-02-08,,active
sub_0004400,u_0011232,business,199,2024-01-25,,active
sub_0004401,u_0031992,pro,79,2024-02-02,,active
sub_0004402,u_0002992,STARTER,30,2024-01-29,,active
sub_0004403,u_0025611,business,198,2024-01-30,,active
sub_0004404,u_0047436,starter,31,2024-01-30,,active
sub_0004405,u_0041748,Business,201,2024-01-24,,active
sub_0004406,u_0005146,pro,77,2024-01-25,,active
sub_0004407,u_0039908,pro,77,2024-01-26,,active
sub_0004408,u_0047312,starter,30,2024-01-30,,active
sub_0004409,u_0062188,starter,31,2024-02-12,,active
sub_0004410,u_0007452,starter,31,2024-01-30,,active
sub_0004411,u_0032196,starter,28,2024-01-25,,active
sub_0004412,u_0091792,pro,77,2024-01-25,,active
sub_0004413,u_0026827,starter,30,2024-01-26,,active
sub_0004414,u_0008700,pro,77,2024-02-04,,active
sub_0004415,u_0050219,starter,31,2024-01-27,,active
sub_0004416,u_0050252,starter,28,2024-01-25,,active
sub_0004417,u_0096520,business,197,2024-01-25,,active
sub_0004418,u_0071236,starter,29,2024-01-30,,active
sub_0004419,u_0011757,starter,30,2024-01-23,,active
sub_0004420,u_0007833,starter,31,2024-01-23,,active
sub_0004421,u_0030951,starter,30,2024-01-23,,active
sub_0004422,u_0064029,starter,29,2024-01-30,,active
sub_0004423,u_0084805,pro,81,2024-01-30,,active
sub_0004424,u_0051615,pro,78,2024-01-23,,active
sub_0004425,u_0079421,starter,29,2024-01-26,,active
sub_0004426,u_0014242,starter,27,2024-02-04,,active
sub_0004427,u_0051703,business,199,2024-01-27,,active
sub_0004428,u_0085854,pro,80,2024-01-28,,active
sub_0004429,u_0006907,STARTER,28,2024-01-28,,active
sub_0004430,u_0072505,starter,27,2024-01-24,,active
sub_0004431,u_0063713,pro,78,2024-01-31,,active
sub_0004432,u_0075414,business,200,2024-02-01,,active
sub_0004433,u_0003555,starter,27,2024-01-25,,active
sub_0004434,u_0098076,starter,30,2024-01-23,,active
sub_0004435,u_0037781,pro,78,2024-02-09,,active
sub_0004436,u_0045709,starter,28,2024-01-24,,active
sub_0004437,u_0065197,starter,29,2024-02-10,,active
sub_0004438,u_0050434,starter,30,2024-02-02,,active
sub_0004439,u_0096654,starter,31,2024-02-02,,active
sub_0004440,u_0056475,pro,81,2024-01-29,,active
sub_0004441,u_0024619,business,200,2024-01-28,,active
sub_0004442,u_0069013,pro,79,2024-01-28,,active
sub_0004443,u_0057872,starter,31,2024-01-29,,active
sub_0004444,u_0015713,starter,27,2024-01-25,,active
sub_0004445,u_0090501,pro,80,2024-01-30,,active
sub_0004446,u_0051873,starter,27,2024-01-30,,active
sub_0004447,u_0035388,starter,29,2024-02-07,,active
sub_0004448,u_0017425,starter,29,2024-01-24,,active
sub_0004449,u_0013755,pro,78,2024-01-24,,active
sub_0004450,u_0088112,starter,29,2024-01-24,,active
sub_0004451,u_0083394,business,201,2024-02-03,,active
sub_0004452,u_0036017,pro,81,2024-01-28,,active
sub_0004453,u_0049916,pro,80,2024-01-25,,active
sub_0004454,u_0029282,,80,2024-01-27,,active
sub_0004455,u_0069995,pro,81,2024-01-27,,active
sub_0004456,u_0072141,pro,78,2024-01-25,,active
sub_0004457,u_0058515,pro,80,2024-01-26,,active
sub_0004458,u_0089535,starter,29,2024-01-29,,active
sub_0004459,u_0064808,pro,79,2024-01-29,,active
sub_0004460,u_0099682,business,199,2024-02-01,,active
sub_0004461,u_0044866,starter,31,2024-01-30,,active
sub_0004462,u_0021563,starter,31,2024-01-26,,active
sub_0004463,u_0054724,starter,30,2024-01-24,,active
sub_0004464,u_0072618,starter,31,2024-01-28,,active
sub_0004465,u_0094578,starter,28,2024-02-03,,active
sub_0004466,u_0062134,business,197,2024-01-30,,active
sub_0004467,u_0067930,pro,$81,2024-01-30,,active
sub_0004468,u_0069834,starter,27,2024-01-30,,active
sub_0004469,u_0088985,pro,78,2024-01-25,,active
sub_0004470,u_0058403,pro,81,2024-01-24,,active
sub_0004471,u_0020496,business,197,2024-01-27,,active
sub_0004472,u_0026904,starter,30,2024-01-26,,active
sub_0004473,u_0099163,starter,29,2024-01-26,,active
sub_0004474,u_0012536,pro,81,2024-02-10,,active
sub_0004475,u_0077521,pro,80,2024-01-27,,active
sub_0004476,u_0049572,starter,27,2024-01-26,,active
sub_0004477,u_0023576,starter,30,2024-01-26,,active
sub_0004478,u_0081085,starter  ,31,2024-01-30,,active
sub_0004479,u_0000346,business,200,2024-01-28,,active
sub_0004480,u_0021194,business,201,2024-01-26,,active
sub_0004481,u_0033881,business,200,2024-01-28,,active
sub_0004482,u_0002468,pro,78,2024-01-26,,active
sub_0004483,u_0052685,starter,27,2024-01-27,,active
sub_0004484,u_0053336,pro,78,2024-01-27,,active
sub_0004485,u_0087792,pro,80,2024-02-05,,active
sub_0004486,u_0029062,business,201,2024-02-03,,active
sub_0004487,u_0024732,pro,81,2024-02-01,,active
sub_0004488,u_0061322,starter,30,2024-01-25,,active
sub_0004489,u_0010792,starter,27,2024-01-25,,active
sub_0004490,u_0053843,starter,28,2024-01-25,,active
sub_0004491,u_0096063,starter,29,2024-02-03,,active
sub_0004492,u_0082021,starter,27,2024-02-03,,active
sub_0004493,u_0047456,pro,79,2024-01-28,,active
sub_0004494,u_0004682,pro,78,2024-01-26,,active
sub_0004495,u_0007411,pro,80,2024-01-30,,active
sub_0004496,u_0075185,pro,79,2024-01-26,,active
sub_0004497,u_0014208,business,198,2024-01-26,,active
sub_0004498,u_0005986,starter,31,2024-02-02,,active
sub_0004499,u_0086504,business,199,2024-01-27,,active
sub_0004500,u_0091071,pro,77,2024-01-31,,active
sub_0004501,u_0037439,pro,80,2024-01-30,,active
sub_0004502,u_0036864,starter  ,28,2024-02-01,,active
sub_0004503,u_0069459,starter,28,2024-01-28,,active
sub_0004504,u_0007798,starter,29,2024-01-26,,active
sub_0004505,u_0056343,starter,29,2024-01-25,,active
sub_0004506,u_0047802,pro,78,2024-01-26,,active
sub_0004507,u_0012997,starter,29,2024-01-26,,active
sub_0004508,u_0078418,starter,-30,2024-02-05,,active
sub_0004509,u_0064305,starter,27,2024-01-27,,active
sub_0004510,u_0024014,starter,31,2024-02-03,,active
sub_0004511,u_0066882,starter,29,2024-02-02,,active
sub_0004512,u_0059291,starter,29,2024-01-30,,active
sub_0004513,u_0035805,starter,31,2024-01-29,,active
sub_0004514,u_0023190,pro,77,2024-01-26,,active
sub_0004515,u_0014239,starter,31,2024-02-05,,active
sub_0004516,u_0025086,starter,29,2024-02-02,,active
sub_0004517,u_0039981,starter,28,2024-01-27,,active
sub_0004518,u_0060613,starter,27,2024-01-30,,active
sub_0004519,u_0075009,starter,30,2024-02-01,,active
sub_0004520,u_0030815,,29,2024-02-11,,active
sub_0004521,u_0064142,starter,29,2024-01-29,,active
sub_0004522,u_0066476,business,200,2024-01-30,,active
sub_0004523,u_0061783,pro,77,2024-02-05,,active
sub_0004524,u_0090394,starter,28,2024-01-30,,active
sub_0004525,u_0037661,starter,30,2024-01-29,,active
sub_0004526,u_0037652,pro,81,2024-01-26,,active
sub_0004527,u_0048121,pro,77,2024-01-26,,active
sub_0004528,u_0037590,starter,31,2024-01-31,,active
sub_0004529,u_0012439,starter,27,2024-01-31,,active
sub_0004530,u_0067745,pro,81,2024-01-29,,active
sub_0004531,u_0074676,starter,30,2024-01-31,,active
sub_0004532,u_0072354,starter,28,2024-01-26,,active
sub_0004533,u_0099157,business,197,2024-01-31,,active
sub_0004534,u_0098129,business,197,2024-01-29,,active
sub_0004535,u_0031260,starter,31,2024-02-12,,active
sub_0004536,u_0082517,pro,79,2024-02-04,,active
sub_0004537,u_0037437,pro,80,2024-01-30,,active
sub_0004538,u_0000771,starter,27,2024-02-04,,active
sub_0004539,u_0087718,starter,29,2024-01-27,,active
sub_0004540,u_0070768,starter,31,2024-01-28,,active
sub_0004541,u_0002665,pro,79,2024-02-05,,active
sub_0004542,u_0050150,pro,78,2024-01-29,,active
sub_0004543,u_0017174,starter,30,2024-01-28,,active
sub_0004544,u_0009165,starter,28,2024-02-02,,active
sub_0004545,u_0034815,starter,29,2024-02-03,,active
sub_0004546,u_0017826,pro,81,2024-01-30,,active
sub_0004547,u_0094600,starter,28,2024-01-30,,active
sub_0004548,u_0065357,starter  ,27,2024-02-04,,active
sub_0004549,u_0042067,business,200,2024-01-31,,active
sub_0004550,u_0062366,starter,28,2024-01-31,,active
sub_0004551,u_0057282,starter,29,2024-02-04,,active
sub_0004552,u_0099284,pro,81,2024-01-29,,active
sub_0004553,u_0064220,pro,79,2024-01-28,,active
sub_0004554,u_0078889,business,200,2024-01-28,,active
sub_0004555,u_0032638,business,201,2024-02-03,,active
sub_0004556,u_0000973,starter,29,2024-02-03,,active
sub_0004557,u_0005984,starter,31,2024-01-30,,active
sub_0004558,u_0029378,,79,2024-02-03,,active
sub_0004559,u_0029312,starter,28,2024-02-02,,active
sub_0004560,u_0001209,Starter,29,2024-01-29,,active
sub_0004561,u_0015983,STARTER,28,2024-01-27,,active
sub_0004562,u_0055801,starter,31,2024-01-30,,active
sub_0004563,u_0047870,starter,30,2024-02-03,,active
sub_0004564,u_0043613,Pro,81,2024-01-29,,active
sub_0004565,u_0036073,starter,27,2024-02-02,,active
sub_0004566,u_0056877,starter,29,2024-02-07,,active
sub_0004567,u_0047245,pro,77,2024-02-05,,active
sub_0004568,u_0059707,starter,29,2024-02-06,,active
sub_0004569,u_0060453,starter,30,2024-02-07,,active
sub_0004570,u_0025512,starter,31,2024-01-29,,active
sub_0004571,u_0047224,Business,199,2024-01-31,,active
sub_0004572,u_0095743,pro,77,2024-02-08,,active
sub_0004573,u_0056456,pro,77,2024-01-31,,active
sub_0004574,u_0036114,starter,29,2024-01-29,,active
sub_0004575,u_0090712,pro,81,2024-02-03,,active
sub_0004576,u_0005249,starter,28,2024-02-11,,active
sub_0004577,u_0061599,starter,31,2024-02-04,,active
sub_0004578,u_0052707,pro,80,2024-01-28,,active
sub_0004579,u_0000907,starter,30,2024-02-01,,active
sub_0004580,u_0028919,business,198,2024-01-29,,active
sub_0004581,u_0045253,pro,79,2024-01-30,,active
sub_0004582,u_0063059,business,198,2024-02-02,,active
sub_0004583,u_0018499,starter,29,2024-01-30,,active
sub_0004584,u_0066471,pro,78,2024-02-05,,active
sub_0004585,u_0039946,pro,79,2024-02-02,,active
sub_0004586,u_0051254,starter,29,2024-01-31,,active
sub_0004587,u_0093087,pro,77,2024-02-01,,active
sub_0004588,u_0064860,pro,77,2024-01-30,,active
sub_0004589,u_0047031,pro,78,2024-02-01,,active
sub_0004590,u_0096248,starter,28,2024-02-01,,active
sub_0004591,u_0040372,business,200,2024-01-29,,active
sub_0004592,u_0068029,business,198,2024-02-06,,active
sub_0004593,u_0010490,pro,77,2024-02-07,,active
sub_0004594,u_0047307,starter,30,2024-02-16,,active
sub_0004595,u_0048672,starter,27,2024-02-06,,active
sub_0004596,u_0049095,pro,80,2024-02-10,,active
sub_0004597,u_0026907,business,200,2024-01-29,,active
sub_0004598,u_0042077,starter,28,2024-02-02,,active
sub_0004599,u_0088167,business,197,2024-02-09,,active
sub_0004600,u_0081553,starter,28,2024-02-06,,active
sub_0004601,u_0093727,pro,81,2024-02-08,,active
sub_0004602,u_0014303,starter,27,2024-01-28,,active
sub_0004603,u_0002849,starter,28,2024-02-01,,active
sub_0004604,u_0095662,starter,31,2024-01-31,,active
sub_0004605,u_0059502,business,199,2024-01-31,,active
sub_0004606,u_0028341,starter,27,2024-01-29,,active
sub_0004607,u_0076646,pro,77,2024-02-16,,active
sub_0004608,u_0068415,pro,78,2024-02-04,,active
sub_0004609,u_0093432,starter,-27,2024-02-03,,active
sub_0004610,u_0085516,starter,29,2024-01-30,,active
sub_0004611,u_0094506,starter,30,2024-02-01,,active
sub_0004612,u_0095883,pro,81,2024-01-31,,active
sub_0004613,u_0015108,starter,28,2024-02-01,,active
sub_0004614,u_0014627,starter,31,2024-02-07,,active
sub_0004615,u_0093844,pro,81,2024-02-07,,active
sub_0004616,u_0019058,pro,80,2024-02-12,,active
sub_0004617,u_0035713,starter,27,2024-02-01,,active
sub_0004618,u_0001585,pro,77,2024-02-11,,active
sub_0004619,u_0072168,pro,80,2024-02-02,,active
sub_0004620,u_0003142,BUSINESS,199,2024-02-03,,active
sub_0004621,u_0084539,starter,30,2024-02-07,,active
sub_0004622,u_0092790,starter,30,2024-02-09,,active
sub_0004623,u_0072040,pro,0,2024-01-28,,active
sub_0004624,u_0005106,pro,78,2024-01-31,,active
sub_0004625,u_0069355,pro  ,81,2024-02-06,,active
sub_0004626,u_0028921,business,199,2024-02-05,,active
sub_0004627,u_0019853,,31,2024-02-01,,active
sub_0004628,u_0099107,pro,78,2024-02-01,,active
sub_0004629,u_0065610,pro,77,2024-02-09,,active
sub_0004630,u_0080020,starter,28,2024-01-31,,active
sub_0004631,u_0034885,starter,29,2024-01-28,,active
sub_0004632,u_0003636,pro,78,2024-01-31,,active
sub_0004633,u_0026449,pro,81,2024-01-31,,active
sub_0004634,u_0093510,business,199,2024-02-05,,active
sub_0004635,u_0045813,business,197,2024-02-03,,active
sub_0004636,u_0072404,starter,30,2024-02-05,,active
sub_0004637,u_0096883,pro,81,2024-02-03,,active
sub_0004638,u_0028219,starter,31,2024-02-10,,active
sub_0004639,u_0019005,starter,31,2024-02-03,,active
sub_0004640,u_0047573,pro,78,2024-02-09,,active
sub_0004641,u_0042146,pro,78,2024-01-31,,active
sub_0004642,u_0019391,starter,29,2024-02-07,,active
